                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    311,                0.56792,                0.31465,                 1.0094,                0.96077,                0.97045,                0.98871,                 0.8708,                0.61634,                 0.2573,                  1.094,               0.003862,               0.003862,               0.003862
                    312,                0.55924,                0.31725,                 1.0169,                0.96171,                0.97032,                 0.9888,                0.87062,                 0.6164,                0.25673,                 1.0941,              0.0038422,              0.0038422,              0.0038422
                    313,                0.57332,                0.31927,                 1.0166,                 0.9617,                0.97124,                0.98871,                0.87028,                0.61625,                0.25743,                 1.0938,              0.0038224,              0.0038224,              0.0038224
                    314,                0.56322,                0.31646,                 1.0066,                 0.9602,                0.97133,                0.98875,                0.87003,                0.61642,                0.25872,                 1.0941,              0.0038026,              0.0038026,              0.0038026
                    315,                0.56855,                0.31575,                 1.0098,                0.96047,                0.97109,                0.98886,                0.87076,                0.61632,                0.25826,                 1.0946,              0.0037828,              0.0037828,              0.0037828
                    316,                0.56068,                0.31143,                 1.0075,                0.96184,                0.97446,                0.98922,                0.86973,                0.61729,                 0.2584,                 1.0955,               0.003763,               0.003763,               0.003763
                    317,                0.56003,                0.30546,                 1.0045,                0.96197,                0.97416,                0.98932,                0.87086,                0.61772,                0.25861,                 1.0957,              0.0037432,              0.0037432,              0.0037432
                    318,                0.55323,                0.30648,                 1.0107,                0.96145,                0.97492,                0.98933,                0.87087,                0.61829,                0.25829,                 1.0967,              0.0037234,              0.0037234,              0.0037234
                    319,                0.55999,                 0.3112,                 1.0072,                0.96263,                0.97522,                0.98925,                0.87057,                0.61854,                0.25838,                 1.0969,              0.0037036,              0.0037036,              0.0037036
                    320,                0.55996,                0.31299,                 1.0122,                0.96272,                0.97545,                0.98915,                0.87047,                0.61836,                 0.2573,                 1.0969,              0.0036838,              0.0036838,              0.0036838
                    321,                0.56373,                0.31404,                 1.0099,                0.96417,                0.97436,                0.98933,                0.87037,                0.61849,                0.25727,                 1.0971,               0.003664,               0.003664,               0.003664
                    322,                0.55025,                0.31103,                 1.0042,                0.96406,                0.97351,                0.98913,                 0.8702,                0.61864,                0.25688,                 1.0978,              0.0036442,              0.0036442,              0.0036442
                    323,                0.54423,                0.30406,                0.99756,                0.96386,                0.97394,                0.98906,                0.87074,                0.61855,                0.25674,                 1.0982,              0.0036244,              0.0036244,              0.0036244
                    324,                0.54621,                0.29904,                 1.0003,                0.96332,                0.97387,                0.98889,                0.87115,                0.61874,                0.25652,                 1.0987,              0.0036046,              0.0036046,              0.0036046
                    325,                0.54761,                0.30851,                0.99778,                 0.9652,                0.97391,                0.98896,                0.87007,                0.61851,                0.25621,                 1.0992,              0.0035848,              0.0035848,              0.0035848
                    326,                0.54695,                0.30765,                 1.0002,                0.96428,                0.97431,                0.98872,                0.87164,                0.61764,                0.25626,                 1.0981,               0.003565,               0.003565,               0.003565
                    327,                0.55963,                0.31546,                 1.0065,                0.96395,                0.97397,                0.98848,                0.87215,                0.61734,                0.25703,                 1.0979,              0.0035452,              0.0035452,              0.0035452
                    328,                0.55096,                0.30361,                 1.0012,                0.96276,                0.97465,                0.98854,                0.87237,                0.61747,                0.25651,                 1.0991,              0.0035254,              0.0035254,              0.0035254
                    329,                0.55058,                0.30534,                 1.0012,                0.96311,                0.97428,                0.98851,                0.87245,                0.61683,                 0.2561,                 1.0985,              0.0035056,              0.0035056,              0.0035056
                    330,                0.54974,                0.30163,                 1.0004,                0.96025,                0.97463,                0.98858,                0.87199,                0.61611,                0.25537,                 1.0975,              0.0034858,              0.0034858,              0.0034858
                    331,                0.54654,                0.30477,                0.99768,                0.95765,                0.97606,                0.98863,                0.87228,                0.61581,                0.25455,                 1.0967,               0.003466,               0.003466,               0.003466
                    332,                0.54344,                0.30157,                 1.0003,                 0.9635,                0.97124,                0.98865,                 0.8722,                0.61515,                0.25456,                 1.0958,              0.0034462,              0.0034462,              0.0034462
                    333,                0.55203,                0.30365,                 1.0004,                0.96188,                  0.973,                0.98857,                0.87235,                0.61548,                0.25537,                 1.0955,              0.0034264,              0.0034264,              0.0034264
                    334,                0.54812,                0.30202,                 1.0007,                0.96363,                0.97258,                0.98879,                0.87242,                0.61493,                 0.2551,                 1.0946,              0.0034066,              0.0034066,              0.0034066
                    335,                0.54269,                0.31103,                 0.9983,                0.96218,                0.97302,                0.98879,                0.87242,                0.61467,                0.25498,                 1.0937,              0.0033868,              0.0033868,              0.0033868
                    336,                0.54347,                0.30205,                 1.0083,                0.96371,                0.97405,                0.98898,                0.87089,                 0.6144,                0.25377,                 1.0926,               0.003367,               0.003367,               0.003367
                    337,                0.54121,                0.29815,                 1.0029,                0.96258,                0.97427,                0.98887,                0.87026,                0.61443,                0.25319,                 1.0927,              0.0033472,              0.0033472,              0.0033472
                    338,                0.54287,                0.30589,                0.99748,                0.96523,                0.97425,                0.98906,                0.87094,                 0.6134,                0.25228,                 1.0917,              0.0033274,              0.0033274,              0.0033274
                    339,                0.54385,                0.30797,                 1.0025,                0.96489,                0.97559,                0.98913,                0.87105,                0.61351,                0.25308,                 1.0921,              0.0033076,              0.0033076,              0.0033076
                    340,                0.54239,                0.30738,                0.99747,                0.96505,                0.97577,                 0.9891,                0.87161,                0.61343,                 0.2526,                 1.0925,              0.0032878,              0.0032878,              0.0032878
                    341,                0.54373,                0.30315,                 1.0006,                0.96476,                0.97611,                0.98917,                 0.8725,                0.61306,                0.25267,                 1.0926,               0.003268,               0.003268,               0.003268
                    342,                0.53551,                0.29968,                0.99653,                 0.9659,                0.97611,                0.98924,                0.87274,                0.61327,                0.25295,                 1.0934,              0.0032482,              0.0032482,              0.0032482
                    343,                0.54095,                0.29589,                0.99945,                0.96451,                0.97441,                0.98933,                 0.8725,                0.61338,                 0.2527,                 1.0939,              0.0032284,              0.0032284,              0.0032284
                    344,                0.54258,                0.30151,                 1.0004,                0.96462,                0.97464,                0.98955,                0.87321,                0.61321,                0.25255,                 1.0939,              0.0032086,              0.0032086,              0.0032086
                    345,                0.54318,                0.30431,                0.99866,                 0.9665,                0.97643,                0.99064,                0.87238,                0.61319,                0.25226,                 1.0945,              0.0031888,              0.0031888,              0.0031888
                    346,                  0.545,                0.30692,                 1.0032,                0.96654,                0.97647,                0.99064,                0.87084,                0.61368,                0.25202,                 1.0953,               0.003169,               0.003169,               0.003169
                    347,                0.53986,                0.29803,                0.99834,                0.96473,                0.97631,                 0.9894,                0.87072,                0.61364,                 0.2514,                 1.0957,              0.0031492,              0.0031492,              0.0031492
                    348,                0.54436,                0.30821,                0.99829,                0.96363,                0.97616,                0.98929,                0.87069,                0.61399,                0.25122,                 1.0968,              0.0031294,              0.0031294,              0.0031294
                    349,                0.53393,                0.30245,                0.99405,                0.96399,                0.97612,                0.98926,                0.87061,                0.61386,                0.25123,                 1.0968,              0.0031096,              0.0031096,              0.0031096
                    350,                0.54049,                0.29376,                 1.0001,                 0.9648,                0.97611,                 0.9892,                0.86997,                0.61438,                0.25156,                 1.0969,              0.0030898,              0.0030898,              0.0030898
                    351,                0.52854,                0.28891,                0.98789,                0.96347,                0.97605,                0.98917,                0.86844,                0.61373,                0.25089,                 1.0961,                0.00307,                0.00307,                0.00307
                    352,                0.53934,                0.29832,                0.99473,                0.96305,                0.97776,                0.98909,                0.86879,                0.61353,                0.25088,                  1.096,              0.0030502,              0.0030502,              0.0030502
                    353,                 0.5317,                0.29385,                0.99437,                0.96335,                0.97863,                0.98905,                0.86989,                0.61356,                0.25221,                 1.0963,              0.0030304,              0.0030304,              0.0030304
                    354,                0.53273,                0.29396,                0.99201,                0.96273,                0.97669,                0.98903,                0.86958,                0.61344,                0.25177,                 1.0964,              0.0030106,              0.0030106,              0.0030106
                    355,                0.53959,                0.30357,                0.99941,                0.96348,                0.97656,                0.98908,                0.87021,                0.61307,                0.25281,                 1.0964,              0.0029908,              0.0029908,              0.0029908
                    356,                0.54913,                0.30322,                  1.002,                0.96176,                0.97823,                 0.9893,                0.87074,                0.61284,                0.25132,                 1.0967,               0.002971,               0.002971,               0.002971
                    357,                0.52938,                0.30041,                0.99218,                0.96126,                0.97859,                0.98917,                0.87027,                0.61233,                0.25155,                 1.0964,              0.0029512,              0.0029512,              0.0029512
                    358,                0.52305,                0.29526,                0.98996,                0.95956,                0.97714,                0.98906,                0.87023,                0.61258,                 0.2522,                 1.0971,              0.0029314,              0.0029314,              0.0029314
                    359,                0.53163,                0.28736,                0.99516,                0.95963,                0.97738,                0.98901,                0.87015,                 0.6127,                0.25184,                 1.0973,              0.0029116,              0.0029116,              0.0029116
                    360,                0.53153,                0.28777,                 0.9913,                0.95994,                0.97756,                 0.9891,                0.87078,                0.61307,                0.25192,                 1.0976,              0.0028918,              0.0028918,              0.0028918
                    361,                0.53794,                0.29637,                 1.0004,                0.96901,                 0.9687,                0.98908,                0.87041,                0.61298,                0.25234,                 1.0973,               0.002872,               0.002872,               0.002872
                    362,                0.52302,                0.28721,                0.98762,                0.96845,                0.96938,                0.98915,                0.87018,                0.61288,                0.25222,                 1.0975,              0.0028522,              0.0028522,              0.0028522
                    363,                0.53265,                0.28809,                0.99749,                0.96869,                0.96964,                0.98914,                0.87017,                0.61312,                0.25216,                 1.0978,              0.0028324,              0.0028324,              0.0028324
                    364,                0.54005,                0.30123,                0.99712,                0.96853,                0.96954,                0.98915,                0.86979,                0.61388,                0.25284,                 1.0991,              0.0028126,              0.0028126,              0.0028126
                    365,                 0.5315,                0.29417,                0.99419,                0.96859,                0.96942,                0.98912,                0.87015,                0.61395,                0.25219,                 1.0992,              0.0027928,              0.0027928,              0.0027928
                    366,                0.52614,                0.29538,                0.98831,                0.96943,                0.96902,                0.98907,                0.87016,                0.61397,                 0.2519,                 1.0995,               0.002773,               0.002773,               0.002773
                    367,                0.52109,                0.28827,                0.99423,                0.96948,                0.96872,                0.98905,                0.86969,                0.61372,                0.25185,                 1.0995,              0.0027532,              0.0027532,              0.0027532
                    368,                 0.5289,                0.29329,                0.99081,                0.96656,                0.96954,                0.98907,                0.86976,                0.61376,                0.25143,                 1.0998,              0.0027334,              0.0027334,              0.0027334
                    369,                0.54082,                0.28826,                 0.9975,                0.96712,                0.96949,                0.98906,                0.86988,                0.61396,                0.25112,                 1.0998,              0.0027136,              0.0027136,              0.0027136
                    370,                0.52646,                 0.2906,                0.99347,                0.96944,                0.97072,                 0.9891,                0.86957,                0.61397,                0.25103,                 1.0998,              0.0026938,              0.0026938,              0.0026938
                    371,                0.52908,                0.29509,                0.98808,                0.96885,                0.97081,                0.98914,                0.86922,                0.61379,                0.25071,                    1.1,               0.002674,               0.002674,               0.002674
                    372,                0.53024,                 0.2898,                0.99554,                0.96865,                0.97073,                0.98896,                0.86853,                0.61418,                0.25084,                 1.1009,              0.0026542,              0.0026542,              0.0026542
                    373,                0.52508,                0.28707,                0.99256,                0.96865,                 0.9707,                0.98904,                 0.8681,                0.61378,                0.25104,                 1.1005,              0.0026344,              0.0026344,              0.0026344
                    374,                0.53111,                0.29179,                0.99842,                0.96863,                0.97116,                 0.9891,                0.86838,                0.61423,                0.25082,                 1.1011,              0.0026146,              0.0026146,              0.0026146
                    375,                0.51589,                0.28763,                0.97747,                0.96857,                0.97126,                0.98921,                0.86911,                0.61487,                0.25055,                 1.1024,              0.0025948,              0.0025948,              0.0025948
                    376,                0.52468,                0.29282,                0.99239,                0.96852,                0.97162,                0.98913,                0.86956,                0.61517,                0.25064,                 1.1028,               0.002575,               0.002575,               0.002575
                    377,                0.53309,                 0.3002,                0.99427,                0.96947,                0.97209,                0.98927,                0.86894,                0.61519,                0.25102,                 1.1029,              0.0025552,              0.0025552,              0.0025552
                    378,                0.52615,                0.29205,                0.99031,                0.97013,                0.97032,                0.98932,                0.86943,                0.61532,                0.25053,                 1.1031,              0.0025354,              0.0025354,              0.0025354
                    379,                0.51892,                0.28779,                0.99008,                0.97013,                0.96999,                0.98924,                0.86992,                0.61508,                0.25109,                 1.1027,              0.0025156,              0.0025156,              0.0025156
                    380,                0.52004,                0.29061,                0.98544,                0.97013,                 0.9699,                0.98923,                0.86948,                 0.6154,                0.25155,                 1.1032,              0.0024958,              0.0024958,              0.0024958
                    381,                0.51609,                0.28414,                0.98776,                0.97015,                0.96973,                0.98916,                0.86977,                0.61575,                 0.2518,                 1.1038,               0.002476,               0.002476,               0.002476
                    382,                0.51298,                0.28112,                0.98199,                0.97014,                0.96982,                0.98911,                0.86955,                0.61563,                0.25168,                  1.104,              0.0024562,              0.0024562,              0.0024562
                    383,                0.51777,                0.28103,                0.98216,                0.97011,                0.96991,                0.98916,                 0.8692,                0.61549,                0.25177,                 1.1042,              0.0024364,              0.0024364,              0.0024364
                    384,                0.52306,                0.28688,                0.98633,                0.97016,                0.96989,                0.98919,                0.86949,                0.61579,                0.25265,                 1.1044,              0.0024166,              0.0024166,              0.0024166
                    385,                0.51615,                0.28566,                0.98542,                0.96993,                0.97015,                0.98923,                0.86974,                0.61595,                0.25212,                 1.1046,              0.0023968,              0.0023968,              0.0023968
                    386,                0.50492,                 0.2844,                0.98488,                0.96938,                0.97032,                0.98928,                 0.8701,                0.61638,                 0.2524,                 1.1051,               0.002377,               0.002377,               0.002377
                    387,                0.51589,                0.27863,                0.98436,                0.96879,                0.96979,                0.98926,                0.87047,                0.61648,                0.25261,                 1.1052,              0.0023572,              0.0023572,              0.0023572
                    388,                0.51729,                0.28291,                0.98549,                0.96873,                0.96976,                0.98932,                0.87065,                0.61621,                0.25238,                 1.1044,              0.0023374,              0.0023374,              0.0023374
                    389,                0.51546,                 0.2881,                 0.9872,                0.96932,                0.96901,                0.98936,                0.87064,                0.61638,                0.25206,                 1.1053,              0.0023176,              0.0023176,              0.0023176
                    390,                0.51425,                0.27994,                0.98605,                0.96939,                 0.9688,                0.98937,                0.87039,                0.61652,                0.25275,                 1.1055,              0.0022978,              0.0022978,              0.0022978
                    391,                0.51217,                0.28236,                0.98458,                0.96943,                0.96917,                0.98935,                  0.871,                0.61648,                0.25307,                 1.1055,               0.002278,               0.002278,               0.002278
                    392,                 0.5169,                0.28311,                0.98951,                0.96783,                 0.9703,                0.98933,                0.87115,                0.61686,                0.25253,                 1.1058,              0.0022582,              0.0022582,              0.0022582
                    393,                0.51969,                0.28077,                0.98615,                0.96718,                0.97026,                0.98929,                0.87176,                0.61671,                0.25308,                 1.1059,              0.0022384,              0.0022384,              0.0022384
                    394,                0.51681,                0.28186,                0.98627,                0.96693,                0.97028,                0.98925,                0.87165,                0.61682,                0.25363,                 1.1059,              0.0022186,              0.0022186,              0.0022186
                    395,                 0.5127,                0.27988,                0.98659,                0.96651,                0.97034,                0.98919,                0.87134,                0.61692,                0.25391,                 1.1062,              0.0021988,              0.0021988,              0.0021988
                    396,                0.51208,                0.27775,                0.98594,                0.96646,                0.97034,                 0.9892,                 0.8708,                0.61688,                0.25376,                 1.1062,               0.002179,               0.002179,               0.002179
                    397,                0.51341,                0.27668,                0.98738,                0.96633,                0.97035,                0.98889,                0.87022,                0.61641,                0.25356,                 1.1056,              0.0021592,              0.0021592,              0.0021592
                    398,                  0.506,                0.27898,                 0.9843,                0.96628,                0.97035,                0.98902,                0.87082,                 0.6165,                0.25419,                 1.1057,              0.0021394,              0.0021394,              0.0021394
                    399,                0.51248,                  0.283,                0.98226,                0.96623,                0.97034,                0.98895,                0.87054,                0.61689,                0.25365,                 1.1062,              0.0021196,              0.0021196,              0.0021196
                    400,                0.50722,                0.27832,                0.98183,                0.96625,                0.97033,                0.98895,                0.87085,                0.61689,                0.25326,                 1.1063,              0.0020998,              0.0020998,              0.0020998
                    401,                0.50816,                0.28317,                0.98027,                0.96631,                 0.9703,                0.98896,                 0.8701,                0.61661,                0.25296,                  1.106,                0.00208,                0.00208,                0.00208
                    402,                0.51253,                0.28262,                0.98243,                0.96633,                0.97029,                0.98897,                0.87019,                0.61652,                0.25332,                 1.1057,              0.0020602,              0.0020602,              0.0020602
                    403,                0.50074,                0.26625,                0.97911,                0.96688,                 0.9702,                0.98893,                0.86959,                 0.6165,                0.25438,                  1.106,              0.0020404,              0.0020404,              0.0020404
                    404,                0.51263,                0.27246,                0.98358,                0.96571,                0.97041,                 0.9889,                0.87039,                0.61651,                0.25416,                 1.1062,              0.0020206,              0.0020206,              0.0020206
                    405,                0.50458,                0.27159,                0.98388,                0.96668,                0.97025,                0.98894,                0.87028,                0.61636,                0.25369,                 1.1061,              0.0020008,              0.0020008,              0.0020008
                    406,                0.51101,                0.27692,                0.98432,                 0.9671,                0.97022,                0.98897,                0.87079,                0.61619,                0.25381,                 1.1059,               0.001981,               0.001981,               0.001981
                    407,                0.50637,                0.26837,                0.97946,                0.96784,                0.97017,                0.98898,                 0.8711,                0.61634,                0.25442,                 1.1062,              0.0019612,              0.0019612,              0.0019612
                    408,                0.50111,                0.26842,                0.98331,                0.96824,                0.97013,                0.98901,                0.87093,                0.61623,                0.25465,                 1.1062,              0.0019414,              0.0019414,              0.0019414
                    409,                0.50683,                0.27525,                0.98009,                0.96865,                0.97012,                0.98905,                0.87152,                0.61629,                0.25438,                 1.1062,              0.0019216,              0.0019216,              0.0019216
                    410,                0.50646,                0.27202,                 0.9804,                 0.9687,                0.97011,                 0.9891,                0.87139,                 0.6165,                0.25402,                 1.1066,              0.0019018,              0.0019018,              0.0019018
                    411,                0.50122,                0.28155,                0.97966,                0.96713,                0.97033,                0.98911,                0.87136,                0.61619,                0.25365,                 1.1063,               0.001882,               0.001882,               0.001882
                    412,                0.50405,                0.27588,                0.97987,                0.96702,                0.97049,                0.98907,                0.87104,                0.61603,                0.25344,                 1.1064,              0.0018622,              0.0018622,              0.0018622
                    413,                0.49739,                0.27101,                 0.9792,                0.96943,                0.97083,                0.98901,                0.87096,                0.61591,                 0.2527,                 1.1062,              0.0018424,              0.0018424,              0.0018424
                    414,                0.50277,                0.27799,                0.98504,                0.96943,                0.97072,                0.98904,                0.87103,                0.61596,                0.25261,                 1.1063,              0.0018226,              0.0018226,              0.0018226
                    415,                0.50474,                0.27792,                0.98228,                 0.9694,                0.97055,                0.98909,                  0.871,                0.61599,                0.25295,                 1.1065,              0.0018028,              0.0018028,              0.0018028
                    416,                0.49703,                0.26736,                0.97423,                0.96826,                0.96943,                0.98911,                0.87134,                0.61603,                0.25278,                 1.1066,               0.001783,               0.001783,               0.001783
                    417,                0.49494,                0.26509,                0.97841,                0.96842,                0.96926,                0.98912,                0.87096,                0.61625,                0.25293,                  1.107,              0.0017632,              0.0017632,              0.0017632
                    418,                0.49589,                0.27037,                0.97424,                0.96874,                0.96922,                0.98915,                0.87087,                0.61631,                 0.2529,                 1.1072,              0.0017434,              0.0017434,              0.0017434
                    419,                  0.502,                0.27531,                 0.9841,                0.97002,                0.96816,                0.98909,                0.87105,                0.61637,                0.25316,                 1.1072,              0.0017236,              0.0017236,              0.0017236
